gene,err_spaceflight,err_ground,err_ratio
AT4G38380,0.1597491,0.10501631,1.5211836
AT4G22120,0.1317584,0.08661986,1.5211107
AT2G22160,0.23599914,0.1551562,1.5210421
AT3G06730,0.15145062,0.09957656,1.5209464
AT3G06190,0.07465147,0.04908602,1.5208293
AT1G35030,0.20968501,0.13789713,1.52059
AT4G16150,0.06712026,0.044141702,1.5205631
AT3G46280,0.38128024,0.2507696,1.5204406
AT1G54440,0.111876905,0.07358626,1.5203502
AT1G77220,0.08410441,0.055320136,1.5203215
AT5G55000,0.09041068,0.059469577,1.5202843
AT4G05590,0.22035366,0.14494245,1.5202837
AT4G36780,0.112524435,0.07401785,1.5202335
AT1G72470,0.1770118,0.11646909,1.5198177
AT1G62940,0.32053727,0.2109159,1.5197396
AT4G20880,0.10785743,0.07097188,1.5197206
AT3G01170,0.1268378,0.08346919,1.5195762
AT4G02620,0.082516946,0.054305203,1.5195032
AT5G55660,0.10927609,0.071916595,1.5194836
AT2G13150,0.21480325,0.14136596,1.5194833
AT4G38520,0.08426168,0.055457983,1.5193784
AT3G21390,0.15446433,0.10166441,1.5193549
AT4G33666,0.5299692,0.34882468,1.5192996
AT4G36580,0.23119736,0.15218495,1.5191866
AT3G13445,0.094024286,0.061891194,1.5191865
AT4G37360,0.18230543,0.120004565,1.519154
AT1G23140,0.41255948,0.2715749,1.5191369
AT3G28270,0.48174393,0.3171221,1.5191119
AT4G15850,0.11081022,0.07294905,1.5190082
AT3G20440,0.2292113,0.15091383,1.5188222
AT3G20330,0.09688206,0.06379081,1.5187461
AT5G59090,0.23095953,0.15208548,1.5186164
AT1G71310,0.084051974,0.05534831,1.5186002
AT4G14200,0.14967376,0.09857567,1.5183641
AT3G16770,0.19670965,0.12955754,1.5183187
AT1G42470,0.12517786,0.08244919,1.5182424
AT1G25540,0.06816398,0.04489769,1.5182065
AT3G03490,0.14068745,0.09266901,1.5181714
AT1G12020,0.17907393,0.117970906,1.5179498
AT5G24340,0.12412469,0.08177735,1.5178369
AT3G47730,0.07710365,0.050802324,1.5177187
AT2G35940,0.16065158,0.1058514,1.5177085
AT4G17690,0.24777517,0.16326354,1.5176392
AT5G62580,0.12792884,0.08429463,1.517639
AT5G14850,0.12141001,0.08000296,1.5175688
AT4G16790,0.14727794,0.097052015,1.5175154
AT5G49555,0.09251925,0.060972463,1.5173938
AT1G31230,0.12946655,0.08532414,1.5173495
AT4G33680,0.09564081,0.06303502,1.5172645
AT3G03410,0.200334,0.13203847,1.5172395
AT3G10070,0.14880341,0.09809244,1.5169712
AT1G60670,0.089950725,0.05930063,1.5168592
AT1G51790,0.3434573,0.2264318,1.5168245
AT5G05370,0.19314606,0.12734035,1.5167702
AT2G43500,0.22820792,0.15047732,1.5165601
AT5G40950,0.15929909,0.10504899,1.5164266
AT2G42960,0.18393303,0.121296346,1.5163938
AT2G18280,0.10528312,0.06943479,1.5162876
AT5G14460,0.09495744,0.06262922,1.5161841
AT1G64190,0.06915476,0.04561233,1.5161414
AT5G04820,0.17754497,0.1171081,1.5160775
AT2G43550,0.41923815,0.27653256,1.5160534
AT5G03080,0.12928455,0.08527896,1.5160191
AT1G35820,0.14571373,0.09611607,1.5160183
AT1G36940,0.30171657,0.19902493,1.5159736
AT5G58900,0.17546128,0.11574307,1.5159549
AT4G30630,0.11999557,0.07915672,1.5159239
AT5G27350,0.24339265,0.16056164,1.5158828
AT3G62100,0.36665994,0.2419462,1.5154605
AT5G59000,0.17044665,0.11249854,1.515101
AT3G28345,0.2924524,0.19304547,1.5149404
AT4G00740,0.10126538,0.06684782,1.5148641
AT2G35080,0.20759696,0.13704506,1.5148079
AT4G04210,0.089804724,0.05928543,1.5147855
AT1G14230,0.27595654,0.1821857,1.5146992
AT1G65580,0.06512708,0.042997397,1.5146745
AT5G08080,0.09102788,0.06010617,1.5144513
AT2G06005,0.16663875,0.110033095,1.514442
AT1G72480,0.101969615,0.067336634,1.5143259
AT3G53500,0.055519667,0.036664955,1.5142429
AT5G59980,0.15317649,0.101158775,1.5142183
AT1G20760,0.06343235,0.04189712,1.5140022
AT4G23040,0.11211304,0.0740643,1.5137256
AT4G11650,0.43502197,0.28740576,1.5136161
AT1G63180,0.27282467,0.18026006,1.5135058
AT5G03190,0.23681378,0.1564698,1.513479
AT3G60550,0.31407169,0.20752251,1.5134342
AT4G30160,0.08828141,0.058333155,1.5134
AT3G24330,0.17222114,0.11380313,1.513325
AT3G07440,0.10125376,0.06691343,1.5132052
AT4G29160,0.061289243,0.040506385,1.5130757
AT5G17140,0.21383375,0.14133441,1.5129629
AT1G32410,0.08716793,0.057623673,1.5127102
AT5G11450,0.115837656,0.07659586,1.5123225
AT1G54770,0.12560777,0.08305722,1.512304
AT3G51620,0.09046084,0.05981703,1.512292
AT2G14660,0.2725823,0.18024649,1.5122751
AT4G31100,0.21516293,0.14230087,1.512028
AT3G51150,0.14299244,0.09457669,1.5119205
AT3G49240,0.3122314,0.2065149,1.5119072
AT4G33160,0.1933123,0.12786734,1.511819
AT2G36240,0.1014349,0.06711742,1.5113049
AT4G20480,0.27150157,0.17965296,1.5112556
AT2G31460,0.20133111,0.13323301,1.5111202
AT2G32970,0.12550986,0.08305936,1.5110861
AT4G33520,0.07354963,0.048676375,1.5109919
AT5G59040,0.30798584,0.20386408,1.510741
AT1G21580,0.0983137,0.065082625,1.5105981
AT5G49100,0.18381809,0.12169049,1.5105377
AT4G12230,0.057653435,0.03817149,1.5103791
AT1G35040,0.21333389,0.14126998,1.5101147
AT3G21890,0.5457702,0.36148453,1.5098025
AT5G07820,0.19929332,0.13200715,1.5097159
AT1G29060,0.117521875,0.07784441,1.509702
AT3G44630,0.24925318,0.16512917,1.5094435
AT1G63470,0.098242745,0.06508619,1.509425
AT2G33990,0.12968373,0.08591839,1.5093826
AT4G14150,0.19939183,0.13210355,1.50936
AT3G26740,0.3590607,0.23789555,1.5093207
AT5G14880,0.14119631,0.09355109,1.5092961
AT2G04690,0.17679745,0.11713965,1.5092877
AT1G04240,0.3183686,0.21095462,1.5091804
AT1G74040,0.09338139,0.061880417,1.5090618
AT1G63900,0.08736723,0.057896227,1.5090312
AT1G13000,0.11284964,0.07478544,1.5089786
AT4G29060,0.11086606,0.0734904,1.5085787
AT2G28470,0.23893583,0.15838544,1.5085717
AT5G62730,0.48636648,0.3224201,1.5084869
AT1G02740,0.1400242,0.092826575,1.5084493
AT2G28090,0.23676014,0.1569814,1.5082049
AT5G63710,0.18507558,0.122712925,1.5081995
AT5G09800,0.29754555,0.19728662,1.5081891
AT1G59740,0.27164176,0.18011703,1.5081402
AT1G44810,0.13636427,0.09042306,1.5080694
AT5G12450,0.39466885,0.26171115,1.5080322
AT1G78010,0.09837273,0.06523335,1.5080127
AT5G64360,0.089988634,0.059681576,1.5078124
AT1G54140,0.11234083,0.07450988,1.5077305
AT3G47440,0.28966102,0.19212212,1.5076921
AT1G48900,0.053615324,0.035561554,1.5076761
AT5G14540,0.077342555,0.05130088,1.5076259
AT5G34930,0.11952051,0.07928108,1.5075539
AT4G04870,0.11977519,0.079451874,1.5075186
AT4G37490,0.24858102,0.1649174,1.5073061
AT1G31817,0.11754176,0.07798928,1.5071527
AT3G46020,0.24592234,0.16318703,1.5069968
AT5G46830,0.45903692,0.30463028,1.5068657
AT5G02130,0.11646903,0.07730875,1.5065439
AT2G34640,0.12151681,0.08066118,1.5065091
AT1G33060,0.10072884,0.06686821,1.5063784
AT4G31050,0.19493851,0.12941188,1.5063416
AT5G25750,0.4122631,0.2737158,1.5061721
AT4G02660,0.2047665,0.13595986,1.5060803
AT4G31420,0.07524919,0.0499647,1.5060467
AT1G72530,0.19643188,0.13042991,1.5060338
AT3G06060,0.086358786,0.05734857,1.5058573
AT4G11530,0.19624673,0.13032323,1.5058459
AT3G12520,0.20578666,0.13666692,1.505753
AT4G04080,0.21467882,0.14258836,1.5055844
AT4G31990,0.076535724,0.050838146,1.5054779
AT3G14060,0.35226476,0.23399958,1.5054076
AT1G22330,0.2823205,0.18754546,1.5053442
AT4G33500,0.12476801,0.08289371,1.5051565
AT4G30900,0.07255845,0.048208825,1.5050861
AT5G02740,0.07019175,0.046636906,1.5050684
AT2G26770,0.09268151,0.06158082,1.5050384
AT1G20650,0.15915854,0.10575572,1.5049639
AT2G31890,0.117838755,0.0783005,1.5049552
AT5G58380,0.10706834,0.0711461,1.5049078
AT5G53960,0.19879328,0.13211721,1.5046734
AT1G50670,0.13540567,0.08999044,1.5046673
AT5G64030,0.091250755,0.060653377,1.5044626
AT3G42780,0.17442971,0.1159519,1.5043281
AT3G09900,0.11458598,0.07617227,1.5043004
AT2G15610,0.25551036,0.1698549,1.5042859
AT5G41960,0.12351429,0.082109,1.5042721
AT5G17410,0.10758791,0.07152208,1.5042614
AT3G10310,0.22690059,0.15085292,1.5041178
AT4G23970,0.27056414,0.17988516,1.5040935
AT1G71100,0.120972216,0.08042895,1.5040878
AT3G21970,0.19560708,0.13005136,1.5040754
AT3G23820,0.10239733,0.06809141,1.5038215
AT2G40480,0.16148716,0.10739108,1.5037296
AT1G22060,0.1188448,0.079039186,1.5036186
AT5G67210,0.31182417,0.2073907,1.503559
AT2G35780,0.12227496,0.0813275,1.5034883
AT2G37400,0.14623637,0.09726589,1.5034702
AT3G13228,0.16694193,0.111038715,1.5034568
AT3G29130,0.13283479,0.088361174,1.5033162
AT1G16540,0.12478702,0.083009,1.503295
AT2G42940,0.37918708,0.25225684,1.5031786
AT4G23840,0.13332129,0.088693276,1.5031723
AT1G05800,0.27727774,0.1844957,1.5028952
AT5G06290,0.11471926,0.076332405,1.5028905
AT5G57440,0.10913312,0.07261825,1.502833
AT3G24530,0.12272306,0.08166139,1.5028284
AT4G04955,0.25218323,0.16781358,1.502758
AT4G32300,0.13308582,0.08857363,1.5025444
AT2G47200,0.36226335,0.24110702,1.5025002
AT2G34860,0.11382148,0.07575549,1.5024847
AT5G14210,0.11265979,0.07498466,1.5024376
AT4G35900,0.27520812,0.18317458,1.502436
AT1G02550,0.22818613,0.15189129,1.5022988
AT2G06090,0.20999639,0.13980417,1.5020751
AT1G53830,0.3485351,0.23204552,1.5020117
AT5G62080,0.44636217,0.29725298,1.5016239
AT3G01360,0.12574288,0.083742365,1.5015444
AT5G44410,0.25300604,0.16850145,1.5015064
AT4G29170,0.17833164,0.11879146,1.5012159
AT4G31720,0.09716474,0.0647278,1.5011283
AT5G16660,0.11066949,0.07372547,1.5011024
AT3G28790,0.28967035,0.19298936,1.5009652
AT5G48490,0.40525007,0.26999423,1.5009583
AT1G22030,0.16461606,0.10967613,1.5009288
AT4G31390,0.14403154,0.09596438,1.5008854
AT5G38690,0.13680212,0.09114971,1.5008508
AT1G53110,0.16429275,0.10947504,1.5007324
AT3G16785,0.089152485,0.05941074,1.500612
AT3G16580,0.1673703,0.11154216,1.5005115
AT5G28040,0.083127975,0.05540381,1.5004015
AT5G19760,0.06952699,0.04633999,1.5003667
AT3G46820,0.11514851,0.07677327,1.4998513
AT3G60140,0.5950675,0.39677885,1.499746
AT1G07615,0.1210895,0.080744825,1.4996563
AT3G06620,0.12285677,0.08192386,1.4996457
AT3G12640,0.06558877,0.043737724,1.4995923
AT3G33520,0.07681237,0.051222418,1.4995847
AT2G39100,0.1421701,0.094809085,1.4995408
AT2G15830,0.41951612,0.27978736,1.4994105
AT1G63430,0.07584544,0.050586842,1.4993113
AT5G62430,0.32094312,0.21406709,1.4992641
AT1G29070,0.09458272,0.06308708,1.4992405
AT1G17120,0.1031942,0.06883763,1.4990957
AT4G03180,0.10856578,0.072422005,1.4990715
AT1G63650,0.240104,0.16016898,1.4990667
AT1G55830,0.085685,0.05715917,1.4990592
AT2G24120,0.15512514,0.10348791,1.4989686
AT5G26180,0.122022256,0.08140553,1.498943
AT3G46860,0.26453677,0.17648481,1.4989208
AT2G38740,0.16764359,0.11186635,1.498606
AT1G10940,0.06674187,0.04453945,1.4984884
AT3G25210,0.123986326,0.08274839,1.4983532
AT1G72070,0.38835582,0.25919318,1.4983257
AT1G62850,0.10050628,0.06709377,1.4979972
AT1G06510,0.12102765,0.080799185,1.4978819
AT4G35040,0.07268923,0.04853249,1.4977432
AT5G11730,0.07196875,0.048054032,1.4976627
AT5G09850,0.113669366,0.07591653,1.4972938
AT4G29580,0.2621745,0.17509967,1.497287
AT2G31110,0.2682512,0.17919372,1.4969898
AT1G04970,0.09990122,0.06674995,1.4966484
AT1G60610,0.16176182,0.108088695,1.4965655
AT4G35670,0.18160117,0.12135562,1.4964379
AT3G04390,0.26731494,0.17865267,1.4962828
AT4G13960,0.19678895,0.1315239,1.4962218
AT1G04030,0.1691475,0.11305363,1.4961704
AT3G49450,0.18826102,0.12582985,1.4961554
AT2G13650,0.11561252,0.077274434,1.4961288
AT1G62520,0.20860173,0.13944548,1.4959373
AT3G53030,0.08238013,0.055071842,1.4958663
AT1G44920,0.124323405,0.083111696,1.4958591
AT5G39910,0.18925375,0.1265261,1.4957682
AT2G31400,0.067927964,0.045418818,1.4955904
AT5G22310,0.25782558,0.17242453,1.4952952
AT2G32010,0.16068073,0.10745851,1.4952815
AT1G65700,0.14652556,0.09800841,1.4950304
AT3G59810,0.13701768,0.09165161,1.4949838
AT1G35220,0.09560712,0.06395344,1.4949486
AT1G69160,0.3032601,0.20287491,1.4948131
AT5G19960,0.0770419,0.051540982,1.4947695
AT1G19730,0.13417734,0.089764565,1.4947695
AT5G59080,0.3799322,0.25417534,1.4947642
AT2G01860,0.19962607,0.13355184,1.4947459
AT1G08190,0.07840704,0.052455634,1.4947302
AT5G27820,0.15984815,0.10694877,1.4946234
AT2G01060,0.07751286,0.05186336,1.4945588
AT2G25740,0.08612501,0.057628218,1.4944934
AT1G20980,0.086132236,0.05763525,1.4944364
AT5G58450,0.07332385,0.049067486,1.4943467
AT5G53590,0.20409974,0.13658348,1.4943222
AT5G26220,0.57820344,0.386943,1.4942858
AT3G01860,0.17226917,0.11529561,1.4941518
AT4G29230,0.19134311,0.12806235,1.49414
AT2G47110,0.143062,0.09575677,1.4940143
AT1G49650,0.20663093,0.13830636,1.4940087
AT2G29150,0.38067886,0.2548294,1.4938576
AT5G67530,0.058854207,0.039399978,1.493762
AT1G37020,0.18720505,0.1253384,1.4935967
AT1G30600,0.1510521,0.10116044,1.4931934
AT5G45160,0.10722498,0.07181155,1.4931438
AT2G28510,0.14027171,0.09394828,1.4930736
AT1G70250,0.23531164,0.15760663,1.4930313
AT3G11710,0.07078296,0.047411177,1.492959
AT1G56030,0.2145089,0.14370048,1.4927499
AT4G00440,0.124565385,0.08345017,1.4926918
AT3G18380,0.06458439,0.043268353,1.4926469
AT3G15790,0.14335465,0.09604263,1.4926146
AT2G42840,0.38731498,0.2595445,1.4922874
AT3G10040,0.38554618,0.25837433,1.4922
AT3G56480,0.12791367,0.08572599,1.4921222
AT5G07840,0.10605533,0.07107951,1.492066
AT2G42360,0.49390477,0.33102822,1.4920322
AT4G14110,0.096711785,0.064821936,1.4919605
AT1G14000,0.06485773,0.04347399,1.491874
AT3G06470,0.23490849,0.15746228,1.4918396
AT1G57620,0.1126281,0.07549713,1.4918195
AT4G20390,0.27764922,0.1861182,1.4917896
AT5G22875,0.16405337,0.10997493,1.4917341
AT5G16940,0.20070674,0.13454643,1.4917283
AT2G27760,0.12440684,0.083405666,1.4915873
AT3G27020,0.13741006,0.09212778,1.491516
AT3G27310,0.08175745,0.05481926,1.4913998
AT5G11800,0.11596215,0.07775431,1.4913918
AT5G40270,0.123201184,0.08261115,1.4913383
AT5G63840,0.05716096,0.038330473,1.4912663
AT3G29250,0.33772197,0.22647794,1.4911914
AT5G13380,0.25263506,0.16943122,1.4910772
AT3G04240,0.07332699,0.049179558,1.4910052
AT5G15570,0.08961452,0.06010416,1.4909866
AT1G01725,0.23993042,0.16093053,1.4908942
AT5G39020,0.30097124,0.20189382,1.4907401
AT2G14690,0.26197845,0.17573768,1.4907357
AT4G27720,0.17180973,0.115255445,1.4906864
AT3G27610,0.14336388,0.09617434,1.4906665
AT1G49200,0.4138733,0.2776503,1.490628
AT2G22860,0.402309,0.26990283,1.4905698
AT3G01910,0.055386815,0.037163228,1.4903656
AT2G37080,0.1256452,0.08431633,1.4901644
AT4G30400,0.15821004,0.10617122,1.4901404
AT4G28770,0.0959995,0.06443745,1.489809
AT3G20780,0.122517355,0.08223988,1.4897559
AT2G01620,0.1508313,0.10125051,1.4896842
AT1G78790,0.14302854,0.09601267,1.489684
AT5G62770,0.1620198,0.108770676,1.4895539
AT2G23900,0.33474484,0.2247348,1.4895104
AT1G10550,0.5246518,0.35224962,1.4894319
AT1G65740,0.18527254,0.1244,1.4893291
AT2G18750,0.1113863,0.074795276,1.4892155
AT1G77570,0.2678174,0.17986955,1.4889535
AT2G03390,0.11001995,0.07391109,1.4885443
AT5G11910,0.11672984,0.07842284,1.4884673
AT3G18350,0.096829385,0.06506045,1.4882985
AT2G15320,0.1956286,0.1314581,1.4881439
AT3G55680,0.17575002,0.11810069,1.488137
AT3G02700,0.13359056,0.08977111,1.4881241
AT1G64650,0.12306746,0.08269988,1.4881213
AT4G03240,0.12857176,0.08640874,1.4879484
AT5G64640,0.18790963,0.12629308,1.4878852
AT1G69010,0.11180109,0.07515206,1.4876648
AT2G16270,0.21440542,0.14416073,1.4872663
AT2G24580,0.15078746,0.10138901,1.4872168
AT5G49540,0.110787846,0.074503236,1.4870205
AT4G35140,0.11181405,0.07520321,1.4868253
AT4G02790,0.11915405,0.08014193,1.4867877
AT1G13470,0.58460027,0.39330867,1.4863651
AT3G17750,0.08333188,0.056064207,1.4863648
AT5G35180,0.09204618,0.06192999,1.4862938
AT3G13570,0.063803986,0.042929593,1.4862467
AT5G55500,0.09364312,0.06300778,1.486215
AT3G23580,0.11131033,0.07489585,1.4862014
AT3G57420,0.09219372,0.062034372,1.4861714
AT4G29630,0.20938413,0.1408944,1.4861066
AT4G24200,0.069425195,0.04671796,1.486049
AT3G12280,0.07319604,0.049256917,1.486005
AT3G20700,0.1482969,0.0997968,1.4859883
AT1G56120,0.4192482,0.28213805,1.4859682
AT5G54970,0.26615104,0.17913163,1.4857846
AT1G62310,0.15533057,0.10454528,1.485773
AT1G21120,0.45169568,0.30402955,1.4856967
AT4G30060,0.15645087,0.10530818,1.4856477
AT2G03450,0.13357523,0.08991523,1.4855683
AT3G51210,0.25589496,0.17225577,1.4855522
AT2G25640,0.13652244,0.091901995,1.4855219
AT1G55510,0.17636122,0.11873864,1.4852891
AT5G60660,0.24991536,0.16826321,1.4852643
AT5G03590,0.24810052,0.16704926,1.4851936
AT2G25000,0.30829528,0.20758529,1.4851499
AT1G76320,0.09784442,0.06588492,1.4850806
AT2G43850,0.14737532,0.0992375,1.4850768
AT4G24270,0.10602944,0.071396686,1.485075
AT1G42960,0.08523145,0.05739385,1.4850273
AT3G03400,0.26597333,0.17910562,1.4850081
AT5G42520,0.06347092,0.042741295,1.4850019
AT3G54540,0.06322152,0.04258482,1.4846019
AT2G23430,0.19564794,0.13179357,1.4845027
AT3G42770,0.14897197,0.10035546,1.4844431
AT5G67520,0.2444631,0.16472732,1.484047
AT5G61720,0.2554729,0.17215948,1.4839315
AT4G36560,0.2557427,0.17235026,1.4838543
AT5G61030,0.16802254,0.113236874,1.4838146
AT5G41880,0.19964588,0.1345764,1.4835131
AT1G26750,0.098391734,0.066323996,1.4835012
AT5G16600,0.29060432,0.19589421,1.4834757
AT3G02900,0.10510738,0.0708597,1.4833167
AT4G15930,0.08849205,0.05966479,1.4831533
AT3G23430,0.19560291,0.13188452,1.4831376
AT3G10350,0.07401403,0.04990526,1.4830905
AT5G60570,0.06666758,0.044952154,1.4830782
AT3G06930,0.13972059,0.09421927,1.48293
AT1G66490,0.27116758,0.18288405,1.4827293
AT5G02530,0.06792556,0.045815565,1.4825866
AT5G13160,0.056553133,0.038145818,1.4825509
AT1G14830,0.046733674,0.031522848,1.4825329
AT3G51990,0.101228744,0.06828558,1.4824321
AT3G07340,0.2401147,0.1619798,1.4823743
AT3G23200,0.17614911,0.118832216,1.4823346
AT1G52410,0.3553462,0.23975961,1.4820936
AT5G66770,0.13250291,0.08940418,1.482066
AT2G39780,0.09580467,0.06464805,1.481942
AT3G20270,0.18027186,0.12164861,1.4819064
AT1G76170,0.20277973,0.13685617,1.4816993
AT3G07540,0.21064278,0.14217092,1.4816164
AT3G17880,0.054610383,0.036859144,1.4815962
AT5G23940,0.279027,0.18835297,1.4814047
AT2G34050,0.13971269,0.09431696,1.4813102
AT1G20270,0.15002367,0.10128017,1.4812738
AT4G09680,0.12346997,0.083357096,1.4812171
AT1G68570,0.31137225,0.21022607,1.4811304
AT3G13650,0.2615844,0.17662224,1.4810387
AT5G03910,0.08247511,0.05570275,1.4806287
AT1G05520,0.08322886,0.056211956,1.4806253
AT1G80530,0.11507156,0.07771917,1.480607
AT5G12350,0.09188416,0.06205986,1.4805728
AT4G01650,0.127113,0.085856594,1.4805268
AT4G25520,0.10872677,0.07344492,1.4803851
AT5G57760,0.53129596,0.3588928,1.480375
AT3G52180,0.24632603,0.166397,1.4803512
AT5G08740,0.13944095,0.094203606,1.4802082
AT3G22460,0.2876537,0.19435547,1.4800391
AT1G48040,0.121710606,0.08224416,1.4798691
AT1G70810,0.27900642,0.18855423,1.4797144
AT5G59350,0.18930367,0.12794048,1.4796228
AT4G00270,0.19501424,0.13180377,1.47958
AT3G43500,0.17136532,0.115820244,1.4795799
AT1G66480,0.14437602,0.09758371,1.4795094
AT4G15020,0.11260541,0.07611103,1.4794885
AT3G57570,0.0945169,0.063888036,1.4794146
AT4G24560,0.08565796,0.05790584,1.4792626
AT3G13100,0.2387732,0.16143368,1.479079
AT4G25940,0.25670716,0.1735685,1.4789962
AT5G16960,0.4892469,0.33080435,1.4789616
AT4G33130,0.22163047,0.14987509,1.4787678
AT2G38090,0.17348893,0.11736663,1.4781793
AT1G61667,0.29953587,0.20265251,1.4780761
AT1G73170,0.11354977,0.07682475,1.4780362
AT1G31250,0.2669828,0.18063834,1.4779961
AT3G03130,0.20779668,0.14059372,1.4779938
AT5G25090,0.32456708,0.21960315,1.4779708
AT2G27290,0.13569312,0.09181737,1.4778588
AT4G04630,0.30545714,0.20669076,1.477846
AT5G58470,0.0643704,0.043557484,1.4778261
AT1G12800,0.11684139,0.07907181,1.4776616
AT1G20630,0.1801542,0.121921256,1.4776274
AT4G05490,0.25538963,0.1728465,1.4775516
AT2G39280,0.12468978,0.08439652,1.4774278
AT3G50780,0.11191161,0.07574865,1.4774071
AT3G51140,0.08514709,0.057647258,1.477036
AT4G31120,0.11063746,0.074915305,1.4768338
AT1G05470,0.1643299,0.11127411,1.4768026
AT1G31810,0.097728066,0.06617618,1.4767859
AT1G71710,0.14687672,0.099467814,1.4766256
AT5G65205,0.16248989,0.110042766,1.4766066
AT1G71990,0.15802003,0.10703544,1.4763336
AT5G10550,0.14197502,0.0961732,1.4762429
AT3G13740,0.11826123,0.08011186,1.4762012
AT5G28680,0.22478715,0.15231518,1.4758024
AT5G48810,0.097699754,0.066202305,1.4757756
AT4G25470,0.47558483,0.3222654,1.4757552
AT4G13530,0.11276149,0.07641678,1.4756114
AT3G57990,0.068846196,0.046664387,1.4753474
AT5G24540,0.38059506,0.2580577,1.4748447
AT4G17080,0.11664776,0.07909696,1.4747437
AT3G08940,0.18925223,0.12833683,1.4746523
AT1G69440,0.2134728,0.14476815,1.4745839
AT3G44050,0.22953095,0.15568739,1.4743065
AT5G45670,0.33449715,0.22689484,1.4742386
AT5G45060,0.15277901,0.10363334,1.4742264
AT1G23060,0.33651015,0.2282697,1.4741778
AT3G52340,0.17884912,0.121324606,1.4741371
AT5G40250,0.11849039,0.08038263,1.4740794
AT3G53380,0.15567237,0.10560757,1.4740645
AT2G05540,0.44569716,0.30237392,1.4739934
AT1G02790,0.42716473,0.2898128,1.4739332
AT1G01140,0.24585833,0.16681106,1.4738729
AT3G52030,0.10698029,0.072585344,1.473855
AT2G37585,0.11534315,0.078263454,1.4737804
AT2G39310,0.38332242,0.2601444,1.4734986
AT5G55540,0.07309227,0.049607422,1.4734136
AT4G01310,0.102564596,0.06963246,1.4729421
AT3G55660,0.25195944,0.17106815,1.47286
AT2G44680,0.098984666,0.0672104,1.472758
AT3G23490,0.102043904,0.069290735,1.4726918
AT5G53900,0.122970626,0.08351532,1.4724318
AT2G47020,0.14075248,0.09559623,1.4723642
AT1G48720,0.4527547,0.3075114,1.4723185
AT2G47550,0.33521798,0.2276941,1.4722295
AT3G14860,0.07292439,0.049533464,1.4722244
AT3G05520,0.08428055,0.057254095,1.4720438
AT4G24770,0.08108743,0.05508649,1.4720019
AT5G57770,0.25246984,0.1715219,1.4719392
AT3G13845,0.12539993,0.0852046,1.4717506
AT5G53500,0.15491728,0.105262615,1.4717216
AT4G30070,0.1969571,0.13383326,1.4716601
AT2G22490,0.07874394,0.053508714,1.4716094
AT4G27420,0.19921844,0.13537584,1.471595
AT1G56180,0.099864125,0.06786868,1.4714315
AT1G35660,0.16267914,0.110567555,1.4713098
AT1G01960,0.06564507,0.044616822,1.4713072
AT5G18520,0.1132388,0.076976635,1.47108
AT1G10370,0.40091524,0.27253163,1.4710778
AT1G04360,0.23993622,0.16311052,1.4710038
AT3G07300,0.09165045,0.062307075,1.4709475
AT2G32190,0.3580271,0.24341828,1.4708307
AT5G46640,0.15066862,0.10244998,1.4706553
AT1G01050,0.106088415,0.07213755,1.4706405
AT1G80860,0.11060014,0.07521203,1.4705112
AT4G33890,0.08220552,0.05590365,1.4704854
AT2G17640,0.113666825,0.07730697,1.4703307
AT5G50480,0.20630673,0.14031473,1.4703139
AT1G21370,0.07642443,0.051979072,1.470292
AT5G07460,0.19340445,0.13155071,1.4701891
AT1G17160,0.09048199,0.06154791,1.4701064
AT5G59670,0.44919538,0.3055566,1.470089
AT2G34150,0.18671714,0.12703513,1.469807
AT1G77500,0.10691564,0.07274852,1.4696605
AT3G07570,0.138505,0.09425361,1.4694927
AT4G15840,0.057216667,0.038936634,1.4694812
AT1G31530,0.18246616,0.12418019,1.4693661
AT5G16250,0.18951504,0.12897907,1.469347
AT3G59800,0.10188527,0.069344185,1.4692689
AT4G18130,0.09860505,0.06711338,1.4692308
AT2G26180,0.1646999,0.11212391,1.4689096
AT5G11230,0.1611211,0.10969252,1.468843
AT5G10380,0.32088426,0.21848477,1.46868
AT4G08310,0.10478336,0.07135144,1.4685527
AT1G67550,0.10445742,0.07113335,1.4684731
AT1G13960,0.079848245,0.054382633,1.4682671
AT2G42690,0.21619372,0.14724559,1.4682525
AT1G63420,0.16207272,0.11038763,1.4682144
AT4G14360,0.102826394,0.070035204,1.46821
AT1G11610,0.22062618,0.15027024,1.4681959
AT5G60460,0.1769129,0.12049745,1.4681878
AT4G21680,0.50122166,0.34142604,1.4680241
AT2G41000,0.15854022,0.10800723,1.4678667
AT5G59450,0.13471913,0.09178006,1.4678475
AT5G52240,0.058743488,0.04002266,1.4677553
AT3G11650,0.18419607,0.12550306,1.4676617
AT5G42300,0.095592536,0.06513473,1.4676123
AT2G21300,0.097330205,0.06631998,1.4675848
AT3G02320,0.119282804,0.081288606,1.4673986
AT3G57830,0.15436469,0.10520118,1.4673284
AT4G37330,0.11267443,0.07679195,1.4672686
AT3G01420,0.32611194,0.22225921,1.4672594
AT3G15610,0.087896615,0.05990788,1.467196
AT1G75870,0.2518829,0.17167778,1.467184
AT2G17900,0.21831194,0.14880149,1.4671353
AT2G42320,0.16362262,0.11152641,1.4671198
AT5G02590,0.17837566,0.12158879,1.4670403
AT5G58800,0.096958816,0.0660934,1.4669968
AT5G37870,0.20798814,0.14178313,1.4669454
AT1G54120,0.37796968,0.2576755,1.4668437
AT3G59990,0.07238902,0.04935108,1.466817
