gene,err_spaceflight,err_ground,err_ratio
AT5G59845,0.6295641,0.24524118,2.5671222
AT1G17300,0.5088939,0.19823869,2.5670764
AT5G07500,0.6200649,0.24154785,2.5670478
AT2G36870,0.4320984,0.16835897,2.56653
AT2G40500,0.44804966,0.17457813,2.5664706
AT3G51540,0.42615813,0.1660586,2.5663116
AT5G08390,0.15808845,0.061608464,2.5660179
AT5G17970,0.44567963,0.17370869,2.5656724
AT2G25440,0.6585911,0.25675583,2.5650482
AT3G44840,0.45314205,0.17666648,2.5649574
AT2G44250,0.5380247,0.20976916,2.5648417
AT1G66220,0.21517736,0.08389651,2.5647948
AT2G35600,0.32678545,0.12741828,2.5646665
AT1G52660,0.4104286,0.1600407,2.564526
AT2G37680,0.3302973,0.12882586,2.563905
AT5G59990,0.52449054,0.20456715,2.5639038
AT3G53960,0.3808722,0.14855874,2.5637815
AT5G06490,0.5077151,0.19803877,2.5637155
AT1G70130,0.5984603,0.23346241,2.5634117
AT2G35160,0.24373636,0.095086195,2.56332
AT5G17670,0.2043599,0.07973143,2.5631032
AT3G19650,0.15042989,0.0586932,2.5629861
AT5G58330,0.19122703,0.07461188,2.5629566
AT2G44110,0.35459933,0.13839026,2.562314
AT2G21430,0.4280756,0.16706625,2.5623105
AT2G37270,0.18981926,0.07408858,2.562058
AT3G45140,0.4424173,0.17269811,2.5617955
AT2G17270,0.24042344,0.0938527,2.5617104
AT1G04840,0.3938233,0.15374453,2.5615432
AT2G38420,0.17316224,0.067601115,2.561529
AT4G20090,0.24963333,0.09746237,2.56133
AT3G26320,0.43045726,0.16806017,2.5613282
AT4G27560,0.56778437,0.22168055,2.5612726
AT2G40160,0.31586686,0.123336375,2.5610194
AT1G05740,0.49073088,0.19170043,2.5598838
AT1G04800,0.47522312,0.18565246,2.5597456
AT5G61400,0.32196388,0.12578045,2.5597289
AT4G39840,0.8021535,0.3133763,2.5597134
AT5G51850,0.46940336,0.18342614,2.5590863
AT3G04030,0.4463735,0.1744413,2.5588748
AT2G38920,0.49946833,0.19520132,2.5587342
AT4G22620,0.6900626,0.26971328,2.5585043
AT4G10060,0.29772016,0.11636851,2.5584254
AT5G26250,0.5096996,0.19925801,2.5579877
AT4G35540,0.1813109,0.07088075,2.5579708
AT1G12190,0.3110573,0.121619575,2.557625
AT1G34065,0.18924223,0.07400549,2.5571375
AT1G65850,0.38220727,0.14948247,2.55687
AT2G47650,0.20286708,0.079361826,2.5562296
AT1G10880,0.64938915,0.25406945,2.5559514
AT5G58830,0.38237077,0.14962661,2.5554996
AT1G13420,0.47412053,0.1855319,2.5554662
AT2G28710,0.47281292,0.18502411,2.5554123
AT5G44150,0.14953893,0.058529317,2.5549402
AT2G41980,0.15529989,0.060791418,2.5546346
AT1G74600,0.22856554,0.0894753,2.5545099
AT1G03170,0.61901754,0.24234504,2.5542817
AT1G63110,0.13414769,0.052520137,2.5542138
AT5G50890,0.2439382,0.095508896,2.5540886
AT5G42370,0.21441859,0.083951235,2.5540848
AT1G13130,0.5471399,0.214235,2.5539238
AT2G30770,0.89035165,0.3486567,2.5536628
AT2G37320,0.2936946,0.11503775,2.5530279
AT3G46580,0.21682331,0.084935464,2.5528004
AT3G42725,0.53424835,0.20928966,2.5526743
AT5G02980,0.3716499,0.14560086,2.5525253
AT2G40260,0.27253538,0.10678913,2.552089
AT1G53790,0.2725597,0.10682324,2.5515018
AT5G03260,0.49159205,0.19267036,2.5514667
AT3G56500,0.5757906,0.22567557,2.5514085
AT5G03680,0.38193482,0.14972797,2.550858
AT2G41080,0.20970194,0.08222704,2.5502794
AT1G16530,0.5968761,0.23409542,2.5497127
AT1G27140,0.38010553,0.14908278,2.549627
AT4G32860,0.32831883,0.1287794,2.5494668
AT3G60530,0.23210394,0.09106252,2.5488412
AT2G38080,0.37249583,0.1461495,2.548731
AT5G59360,0.41721952,0.16370952,2.548535
AT1G49860,0.6116478,0.23999985,2.548534
AT5G61940,0.3510765,0.13775823,2.5484974
AT1G09600,0.4014818,0.15754455,2.5483696
AT3G21800,0.49042562,0.1924754,2.547991
AT2G20990,0.12839632,0.050392423,2.5479286
AT2G35075,0.4441174,0.17433192,2.547539
AT1G74650,0.5110298,0.20060459,2.547448
AT1G11350,0.30055255,0.11798585,2.5473607
AT1G69570,0.47806978,0.18767275,2.5473583
AT5G48300,0.16210662,0.06363778,2.5473328
AT4G13070,0.21300021,0.083622895,2.5471516
AT2G26330,0.27188432,0.10675404,2.5468292
AT3G20460,0.4258113,0.16719382,2.5468123
AT5G26310,0.30181667,0.11850778,2.5468087
AT3G20740,0.13147539,0.05162804,2.5465884
AT1G19040,0.5187419,0.20377302,2.5456848
AT5G48410,0.41203126,0.16191396,2.5447543
AT4G35335,0.13721795,0.053923283,2.544688
AT1G56710,0.6249867,0.24560764,2.5446548
AT2G28260,0.26946124,0.10589319,2.5446513
AT5G52300,0.77098006,0.30303323,2.5442097
AT1G47370,0.46821675,0.18403322,2.5441968
AT1G65670,0.48720592,0.19150926,2.544033
AT3G50480,0.82433265,0.32410997,2.5433733
AT1G80610,0.28937674,0.11378297,2.5432339
AT1G75920,0.50855255,0.20004243,2.5422232
AT5G56490,0.43587288,0.17148107,2.5418131
AT5G43530,0.4519839,0.17785314,2.541332
AT1G29530,0.23502316,0.0924972,2.5408676
AT1G63170,0.12345751,0.04859198,2.5406966
AT5G53080,0.18857783,0.07422627,2.5405805
AT1G17540,0.5416578,0.21320747,2.5405197
AT3G12070,0.245518,0.09664481,2.5404155
AT2G29300,0.51972914,0.20459467,2.5402865
AT4G28370,0.15188168,0.059797697,2.5399249
AT1G07330,0.5673611,0.2233939,2.539734
AT2G03260,0.34445295,0.13562784,2.539692
AT1G71960,0.25840616,0.10175326,2.5395367
AT1G07795,0.45673925,0.17985667,2.539462
AT2G35270,0.2604201,0.102576025,2.5388007
AT2G32760,0.112153485,0.04417942,2.5385904
AT1G05770,0.5193947,0.20461841,2.5383575
AT5G07050,0.40759948,0.16059268,2.5380948
AT3G15353,0.19124223,0.0753491,2.5380824
AT1G60230,0.13610521,0.05362742,2.5379775
AT2G25780,0.6350335,0.2502199,2.5379014
AT4G26200,0.6190997,0.2439968,2.5373268
AT2G38210,0.5255427,0.20714381,2.5370908
AT3G04210,0.5280636,0.20816883,2.536708
AT1G52620,0.21516609,0.084822506,2.5366626
AT5G27270,0.16678227,0.06575383,2.5364645
AT5G15581,0.5224811,0.20600517,2.536252
AT1G74170,0.1993731,0.07862208,2.5358407
AT2G02770,0.5040234,0.1987667,2.5357535
AT2G03830,0.44896317,0.17705476,2.5357304
AT2G38320,0.36710265,0.14479111,2.5353947
AT1G70270,0.79353905,0.31299645,2.5352974
AT5G46295,0.8014852,0.31613585,2.5352557
AT3G55850,0.19565775,0.07718195,2.5350192
AT5G28220,0.14967528,0.059045676,2.5349061
AT1G60530,0.47322774,0.18668604,2.5348854
AT1G14390,0.37945476,0.14970456,2.5346904
AT3G44690,0.27556205,0.10872244,2.534546
AT5G44680,0.42095092,0.16608603,2.5345352
AT5G64830,0.16932133,0.066812016,2.5342944
AT4G30830,0.5388984,0.21265699,2.53412
AT3G28890,0.59031165,0.23294722,2.5341003
AT2G36650,0.49050328,0.1935725,2.533951
AT3G47600,0.29707408,0.117238365,2.5339322
AT5G13910,0.36678764,0.14475735,2.53381
AT1G76630,0.17768303,0.070125185,2.5337973
AT1G12030,0.80138415,0.31629094,2.533693
AT5G48200,0.35905442,0.14171246,2.5336826
AT5G45310,0.5731413,0.22623767,2.533359
AT4G05620,0.2816897,0.11119629,2.533265
AT2G16005,0.5939244,0.23446374,2.5331182
AT5G54140,0.23161362,0.09144469,2.5328271
AT3G03780,0.26750255,0.10561718,2.5327559
AT4G09130,0.49306026,0.19467494,2.532736
AT5G37040,0.1884633,0.074412346,2.5326884
AT3G47450,0.1916069,0.07565502,2.5326393
AT1G65240,0.51632214,0.20389082,2.532346
AT2G01410,0.20442197,0.08072736,2.5322511
AT4G25950,0.5149779,0.20338194,2.5320725
AT5G36190,0.2737701,0.108125865,2.5319574
AT3G57960,0.427144,0.1687026,2.5319345
AT2G01900,0.46523583,0.18375823,2.5317822
AT3G46110,0.4407904,0.17410879,2.5316951
AT1G22960,0.22086535,0.087249465,2.5314233
AT4G00980,0.22149636,0.08750448,2.5312572
AT5G08270,0.18585822,0.0734256,2.5312452
AT4G25120,0.19265401,0.076131955,2.5305274
AT1G43000,0.6135365,0.24254124,2.529617
AT4G20080,0.29518977,0.116695546,2.5295718
AT2G46250,0.27374536,0.10822614,2.5293827
AT4G23590,0.43168843,0.17067306,2.5293295
AT2G29090,0.5542638,0.21913533,2.5293217
AT2G48080,0.37085116,0.14662583,2.5292346
AT2G07776,0.70541924,0.27892295,2.5290828
AT2G07701,0.70114416,0.27725026,2.5289216
AT1G79400,0.50606674,0.20013478,2.5286293
AT2G02930,0.7048226,0.2787594,2.5284264
AT2G39790,0.32217884,0.12745287,2.527827
AT4G22640,0.52854747,0.20909895,2.5277383
AT5G14410,0.3405108,0.13471691,2.527602
AT1G75600,0.64318156,0.2545025,2.5272112
AT1G69170,0.20857617,0.08254716,2.5267515
AT5G16430,0.37539542,0.14858656,2.5264425
AT1G08390,0.2748104,0.10877428,2.526428
AT5G26010,0.45222047,0.17900445,2.5263083
AT5G62330,0.4972118,0.19681765,2.526256
AT3G54930,0.24525937,0.09709849,2.5258822
AT3G04570,0.24638022,0.09756426,2.5253122
AT1G19025,0.24796012,0.098196864,2.5251327
AT3G26550,0.35442856,0.1403802,2.5247757
AT3G17980,0.62361646,0.24702388,2.5245187
AT2G15630,0.3121373,0.12364952,2.5243711
AT2G19980,0.6316269,0.2502325,2.5241604
AT5G18870,0.3582594,0.14193974,2.5240242
AT3G49960,0.5022147,0.19897577,2.5239992
AT1G74770,0.33575088,0.13303515,2.5237753
AT5G61865,0.33435857,0.13248381,2.523769
AT1G76570,0.28125194,0.11145545,2.523447
AT1G32520,0.30357137,0.12030871,2.52327
AT4G21200,0.640032,0.25368458,2.522944
AT1G34350,0.17132495,0.067922585,2.522356
AT5G45830,0.54663247,0.21672162,2.522279
AT4G34510,0.543309,0.21544859,2.521757
AT1G27370,0.18328394,0.07272643,2.520183
AT4G37170,0.26726943,0.10607194,2.5196996
AT5G25860,0.19006813,0.07543342,2.5196805
AT5G41320,0.4491541,0.17827792,2.5194037
AT1G14800,0.34931743,0.13865653,2.5193
AT5G66300,0.32650036,0.12962545,2.5187979
AT4G21550,0.23871957,0.09477599,2.5187767
AT1G12880,0.33787397,0.13415429,2.5185473
AT3G07850,0.6106617,0.242488,2.518317
AT2G14860,0.27566463,0.10947919,2.5179636
AT4G16460,0.5015829,0.19921707,2.5177708
AT5G28650,0.38619235,0.15340139,2.517528
AT3G17690,0.5186578,0.20607899,2.516791
AT1G56540,0.4274396,0.16987397,2.5162158
AT3G06830,0.5382279,0.21390766,2.5161693
AT1G73690,0.3949076,0.1569535,2.51608
AT2G14095,0.4672855,0.18575327,2.5156245
AT1G29870,0.3233541,0.12855226,2.515351
AT2G13960,0.560783,0.22296798,2.515083
AT3G04180,0.5475508,0.21771343,2.5150068
AT2G10940,0.41626075,0.16551706,2.5149112
AT5G44520,0.17474198,0.069486216,2.5147717
AT2G31035,0.5115892,0.2034366,2.5147352
AT2G02850,0.51805425,0.20600781,2.514731
AT5G39560,0.23893696,0.09503701,2.514146
AT2G42660,0.34378082,0.13674545,2.5140197
AT2G33980,0.2558222,0.101762995,2.513902
AT4G16410,0.3174122,0.1263054,2.513053
AT4G37800,0.5344452,0.21274456,2.512145
AT2G17972,0.31952298,0.12719704,2.5120313
AT2G04390,0.1205098,0.047976125,2.5118697
AT4G04850,0.20148103,0.08021473,2.5117707
AT4G03380,0.62444055,0.24867351,2.5110857
AT4G10090,0.14317994,0.057021577,2.5109777
AT1G28080,0.35214224,0.14024967,2.5108237
AT2G47240,0.33829194,0.13475987,2.5103312
AT1G35183,0.68356,0.27231196,2.5102093
AT5G13400,0.31440794,0.12525465,2.5101497
AT1G20690,0.5754792,0.22926114,2.510147
AT2G30840,0.39457804,0.15720148,2.5100145
AT5G50930,0.33869466,0.13494368,2.5098963
AT1G66930,0.58586526,0.23343927,2.5097115
AT1G25330,0.35894585,0.1430253,2.5096667
AT1G02460,0.5239033,0.20877214,2.5094502
AT1G74530,0.14660299,0.05842504,2.5092487
AT4G20940,0.3579648,0.14265841,2.509244
AT1G69610,0.34421983,0.13718753,2.5091188
AT1G79680,0.59478855,0.23706235,2.508996
AT3G28550,0.38507783,0.15348564,2.508885
AT5G20820,0.4475081,0.17836967,2.5088797
AT3G12910,0.73064286,0.2912656,2.5085106
AT5G20640,0.42437968,0.16917962,2.508456
AT3G25260,0.5294729,0.21108909,2.508291
AT3G47070,0.21575746,0.08602542,2.5080662
AT5G67570,0.28945678,0.11541249,2.5080194
AT5G05340,0.99329585,0.39606026,2.5079412
AT5G50140,0.38904426,0.15518531,2.5069654
AT3G57970,0.4860568,0.19389386,2.5068188
AT1G20180,0.5726528,0.228444,2.5067534
AT1G07680,0.48045322,0.1916782,2.5065615
AT3G44950,0.4977041,0.19859792,2.506089
AT2G02740,0.2987016,0.11919103,2.5060744
AT4G11980,0.17213823,0.0686948,2.5058405
AT3G13130,0.69829696,0.2786727,2.5057962
AT5G57790,0.3742476,0.1493588,2.5056949
AT1G50320,0.15067695,0.060135916,2.5056062
AT2G17030,0.17219585,0.06872667,2.5055168
AT1G26970,0.4020815,0.16047995,2.5054934
AT4G33925,0.37306282,0.14891532,2.5052009
AT4G37070,0.46325037,0.18498689,2.5042334
AT1G37000,0.45455196,0.18154524,2.5037942
AT1G08080,0.5477774,0.21877904,2.5037928
AT1G31600,0.21648371,0.08647421,2.503448
AT1G50300,0.107762575,0.04304632,2.503409
AT4G34400,0.49800354,0.19894427,2.5032313
AT2G26380,0.56660944,0.22643319,2.5023248
AT2G18800,0.37702975,0.15067625,2.5022504
AT3G20690,0.33554116,0.13410367,2.5021024
AT1G64450,0.28737563,0.11486074,2.501948
AT3G01840,0.5412653,0.21638834,2.5013607
AT5G42070,0.2601469,0.10400834,2.5012116
AT1G20730,0.46251845,0.18492232,2.5011497
AT1G48930,0.4047653,0.1618492,2.500879
AT3G16890,0.26800507,0.10717093,2.5007253
AT3G24810,0.24392276,0.09755683,2.5003142
AT2G31450,0.14022714,0.056090344,2.5000224
AT3G44620,0.14590985,0.05837498,2.4995267
AT3G48920,0.5259432,0.21042784,2.4993992
AT1G10310,0.124668695,0.049891785,2.4987814
AT5G27050,0.3575728,0.14311032,2.4985812
AT1G58270,0.66434664,0.26592073,2.4982882
AT1G22610,0.29710057,0.118923575,2.4982479
AT2G33620,0.15544932,0.062229566,2.4979973
AT3G45410,0.32647544,0.13071157,2.497678
AT1G61430,0.3172098,0.12700233,2.497669
AT3G10010,0.24700245,0.09891036,2.497235
AT1G53990,0.52726495,0.21115649,2.4970338
AT3G12190,0.45537242,0.18238795,2.4967241
AT5G49070,0.35504547,0.14221877,2.4964738
AT4G39720,0.38519475,0.15430073,2.4963894
AT1G52680,0.5533048,0.22166452,2.496136
AT3G52510,0.46446744,0.1860835,2.496016
AT5G43160,0.369617,0.14815716,2.4947627
AT4G30520,0.1704243,0.06831413,2.494715
AT5G50820,0.39936936,0.16009107,2.4946382
AT1G32960,0.6130421,0.24577649,2.4943073
AT5G45960,0.5142219,0.20616701,2.4942005
AT1G73640,0.3091011,0.12393274,2.4941034
AT2G39120,0.26818335,0.10753198,2.4939868
AT1G50580,0.3103862,0.124460034,2.4938624
AT1G79370,0.2626094,0.105302624,2.493854
AT3G02240,0.6162405,0.24711075,2.4937825
AT3G25580,0.16546209,0.06635432,2.4936142
AT3G09080,0.4235986,0.16990165,2.4931984
AT2G24350,0.30982476,0.124291725,2.4927223
AT1G33120,0.17924128,0.07190805,2.4926453
AT4G26290,0.61185825,0.24548584,2.4924378
AT4G23510,0.29944545,0.12018007,2.4916396
AT1G02620,0.5796577,0.23265322,2.4915092
AT3G53090,0.12093769,0.048546467,2.4911733
AT1G18090,0.21779197,0.08742955,2.4910564
AT2G46740,0.34846535,0.13989101,2.490977
AT3G47840,0.34122363,0.13698639,2.4909306
AT5G57030,0.21715312,0.08717969,2.4908679
AT5G11270,0.15198164,0.061017565,2.4907846
AT1G71870,0.3298904,0.13245843,2.49052
AT1G26240,0.67563975,0.27129334,2.49044
AT1G18530,0.47221014,0.1896259,2.4902194
AT2G16910,0.48960063,0.19660963,2.4902167
AT1G22480,0.6081398,0.24423665,2.4899611
AT3G04760,0.21216775,0.08521095,2.4899116
AT3G19850,0.36166862,0.14525738,2.4898465
AT4G09840,0.4501853,0.18080913,2.4898372
AT2G16520,0.22830741,0.09169764,2.4897847
AT1G78270,0.3727419,0.1497187,2.4896147
AT3G01700,0.65750486,0.26410022,2.4896035
AT2G47820,0.18274945,0.073414735,2.4892745
AT3G28600,0.6309091,0.25346938,2.489094
AT2G40690,0.15349215,0.061676975,2.4886456
AT1G69750,0.330752,0.13290752,2.4885871
AT1G14750,0.375608,0.1509349,2.4885428
AT3G23240,0.52985907,0.21293938,2.4883091
AT5G20420,0.43338007,0.17417185,2.4882324
AT3G04950,0.2646767,0.106378585,2.4880636
AT3G24850,0.30480048,0.12251572,2.4878478
AT5G40440,0.15255763,0.061328046,2.4875667
AT5G01690,0.3544525,0.14250024,2.4873815
AT5G48290,0.35344413,0.14211886,2.4869614
AT3G26130,0.43231678,0.17383656,2.4869149
AT4G03330,0.5236868,0.21059339,2.48672
AT4G15955,0.18357497,0.0738268,2.4865627
AT5G51160,0.3364013,0.13529734,2.4863849
AT3G45460,0.2582051,0.10384997,2.486328
AT4G14490,0.33825827,0.13604854,2.4863055
AT1G74730,0.19510028,0.0784715,2.4862564
AT5G49350,0.41414607,0.16657984,2.4861712
AT2G15260,0.2553157,0.10270231,2.485978
AT1G61590,0.25801635,0.10379679,2.4857833
AT1G52940,0.5051193,0.2032412,2.4853194
AT2G37670,0.32107857,0.12922148,2.4847147
AT3G17380,0.34923533,0.14056832,2.4844525
AT4G36490,0.53723174,0.21625735,2.484224
AT3G57430,0.23514214,0.094657324,2.4841409
AT1G09820,0.17923862,0.0721567,2.4840188
AT1G67690,0.1564195,0.062983565,2.483497
AT3G25930,0.35753897,0.14398707,2.4831321
AT5G35510,0.64170843,0.25843346,2.4830701
AT3G50250,0.4913627,0.19789033,2.4830048
AT5G47950,0.32400247,0.13049863,2.4828033
AT1G14220,0.3860499,0.1555509,2.4818234
AT2G12290,0.48946205,0.19722754,2.4817123
AT4G25980,0.4820273,0.19425014,2.481477
AT5G09630,0.22506526,0.090700895,2.4814005
AT3G03680,0.21307352,0.08586996,2.481351
AT5G23780,0.4380927,0.17656519,2.4811952
AT2G24560,0.7253024,0.2923478,2.4809573
AT3G57360,0.27491292,0.11082875,2.4805198
AT3G29290,0.17206189,0.06936964,2.480363
AT5G39830,0.1397762,0.056355838,2.480243
AT5G15770,0.4941797,0.1992625,2.4800434
AT1G56570,0.3055848,0.12322405,2.4799118
AT4G05080,0.25092024,0.10118609,2.4797897
AT2G29170,0.7113466,0.28689584,2.4794595
AT5G39350,0.27926064,0.112633385,2.479377
AT1G19890,0.34247494,0.13814019,2.4791837
AT3G22050,0.27892956,0.112509534,2.4791636
AT5G66000,0.1961737,0.07913473,2.4789834
AT5G66130,0.20998608,0.08471019,2.478876
AT2G20570,0.27950755,0.112769365,2.4785767
AT3G43540,0.18199386,0.073430404,2.4784534
AT5G06330,0.38689822,0.15610822,2.4783974
AT2G32470,0.49028364,0.19782585,2.4783597
AT1G04760,0.36369056,0.1467475,2.4783423
AT2G03320,0.5616236,0.22664762,2.4779592
AT4G01440,0.33983064,0.13714845,2.4778304
AT4G28010,0.21593422,0.08715753,2.4775162
AT3G43700,0.13123725,0.052982748,2.4769804
AT1G75030,0.47721216,0.19271189,2.4762983
AT4G29770,0.6860088,0.27704287,2.476183
AT4G26930,0.4352537,0.17580134,2.475827
AT3G47540,0.36264104,0.14648359,2.4756427
AT4G18780,0.34031507,0.13747223,2.4755185
AT1G71450,0.5343818,0.21586822,2.4754999
AT1G12570,0.5205317,0.21028247,2.4753926
AT2G01990,0.34298384,0.13857056,2.4751563
AT3G25970,0.3061972,0.12372024,2.4749157
AT4G15250,0.38639113,0.15612575,2.474871
AT1G60750,0.53934234,0.21794127,2.474714
AT3G24670,0.17709917,0.07156387,2.4747007
AT4G27590,0.5691962,0.23003769,2.4743605
AT4G15400,0.32393754,0.13094702,2.4738057
AT1G75770,0.33416924,0.1350894,2.4736893
AT2G44630,0.2595974,0.10494639,2.473619
AT1G55240,0.41116068,0.16622284,2.4735508
AT5G07620,0.388887,0.15724345,2.4731522
AT3G05080,0.45590356,0.18438463,2.472568
AT1G17950,0.4282717,0.1732224,2.4723806
AT4G28780,0.36580646,0.14797378,2.472103
AT1G18490,0.11816374,0.047802232,2.4719288
AT4G20030,0.24436086,0.09886342,2.4717011
AT4G07960,0.41357744,0.16732943,2.4716358
AT3G43790,0.27159408,0.10988567,2.4716058
AT3G23630,0.4847727,0.19614102,2.4715517
AT3G17160,0.17170231,0.06947326,2.4714875
AT3G02810,0.48617265,0.19671908,2.4714055
AT1G06830,0.6776353,0.27428767,2.470528
AT4G14650,0.3869406,0.15664043,2.470247
AT2G07708,0.56457937,0.22858578,2.4698794
AT2G02020,0.37586397,0.15217921,2.469877
AT2G31940,0.51806736,0.20976037,2.4698055
AT2G03040,0.5413784,0.21921077,2.4696703
AT1G50760,0.528863,0.21416834,2.46938
AT1G47240,0.12161808,0.049250644,2.4693696
AT1G14960,0.4060585,0.16447055,2.4688823
AT1G20020,0.24392822,0.09880458,2.4687946
AT5G43140,0.18574718,0.07523823,2.468787
AT3G10520,0.37282172,0.15105852,2.4680612
AT5G02410,0.25832114,0.104691796,2.4674437
AT1G75590,0.49462065,0.20046872,2.4673207
AT3G51960,0.32523695,0.13184917,2.4667346
AT4G18820,0.12389474,0.05024434,2.4658444
AT3G04310,0.26004928,0.10546415,2.4657598
AT4G38410,0.50294214,0.20399992,2.4654033
AT1G11070,0.6189781,0.25106847,2.4653757
AT1G66520,0.22899665,0.092907466,2.4647818
AT1G70430,0.3397626,0.13784696,2.4647808
AT1G68080,0.1644942,0.066746056,2.464478
AT5G55670,0.11123919,0.04513808,2.4644194
AT2G14670,0.22608407,0.09174421,2.464287
AT5G24600,0.5358294,0.21747366,2.4638817
AT2G14210,0.5828551,0.23658049,2.463665
AT5G35790,0.26731807,0.10850454,2.4636576
AT1G64400,0.39138606,0.1588751,2.4634826
AT2G26410,0.4497195,0.18258694,2.4630427
AT2G33870,0.22105394,0.089765854,2.4625614
AT1G34110,0.20174648,0.08192598,2.4625456
AT5G48175,0.5126261,0.20818502,2.4623582
AT1G73066,0.4894215,0.19877917,2.4621365
AT3G19470,0.21591187,0.08769689,2.462024
AT2G27090,0.15819478,0.06425542,2.4619677
AT3G10960,0.21251607,0.086326554,2.461769
AT2G15130,0.6683646,0.27152237,2.4615452
AT1G10520,0.33313143,0.13535418,2.461183
AT1G31750,0.5701581,0.2316685,2.4610946
AT3G23800,0.399882,0.16248576,2.4610276
AT5G49000,0.16257107,0.066077314,2.4603157
AT3G49360,0.19225375,0.07814265,2.4602919
AT4G38000,0.48533058,0.19728747,2.460017
AT3G51290,0.41363317,0.16816062,2.4597504
AT2G31870,0.1964633,0.07987642,2.4595904
AT2G46420,0.28911486,0.11755499,2.459401
AT1G33610,0.5270216,0.21429679,2.4593067
AT2G26960,0.29260415,0.11898283,2.459213
AT1G74430,0.4502952,0.18310617,2.4592025
AT4G33170,0.27570632,0.112115934,2.459118
AT2G47560,0.5047483,0.20526613,2.4589944
AT3G48720,0.3257586,0.13248305,2.4588697
AT5G22830,0.14258727,0.057990704,2.4587948
AT5G51250,0.33398622,0.1358792,2.457964
AT3G05470,0.37053946,0.1507657,2.457717
AT2G28160,0.36858633,0.14999937,2.4572523
AT2G24970,0.35417312,0.14414491,2.4570627
AT1G20500,0.42644313,0.17356099,2.4570215
AT5G07410,0.5898432,0.24008612,2.4567983
AT1G67450,0.30907345,0.12580392,2.4567869
AT1G47340,0.21680076,0.08825134,2.4566286
AT4G34840,0.14389557,0.058576275,2.45655
AT1G48390,0.38977984,0.15867467,2.4564714
AT2G05380,0.4789891,0.195,2.4563541
AT5G59930,0.25994822,0.10583311,2.4562087
AT3G18100,0.20215188,0.082308955,2.456013
AT3G27070,0.47152454,0.19199198,2.4559593
AT4G18610,0.33544725,0.13659279,2.4558194
AT4G26770,0.40559772,0.16517206,2.4556072
AT2G41720,0.16895753,0.0688051,2.4555957
AT3G26270,0.36590916,0.14904577,2.4550118
AT4G19045,0.20473379,0.08341243,2.4544756
AT3G05040,0.17307895,0.0705185,2.4543762
AT5G09480,0.39835683,0.1623333,2.4539437
AT3G07900,0.30144113,0.12284128,2.4539073
AT5G25290,0.41026843,0.16721784,2.4534967
AT2G31085,0.5015021,0.20441851,2.4533105
AT5G59020,0.21120957,0.08609303,2.4532712
AT4G18425,0.46548277,0.18975192,2.4531121
AT1G16420,0.59425133,0.24228202,2.4527256
AT2G30695,0.20679322,0.08431861,2.4525216
AT5G02360,0.42691112,0.17409265,2.4522061
AT1G22090,0.37641677,0.15350291,2.4521797
AT3G10160,0.11405194,0.046517596,2.4518015
AT5G11210,0.53554463,0.21844357,2.4516382
AT3G12770,0.38919672,0.15875052,2.4516246
AT1G01190,0.554633,0.22624283,2.4514942
AT3G09060,0.3134919,0.12788594,2.4513397
AT2G06520,0.19788665,0.08073158,2.4511676
AT3G05140,0.46631777,0.19026335,2.4509068
AT5G41280,0.49999487,0.20401677,2.4507535
AT3G03840,0.560354,0.2286869,2.4503107
AT3G29060,0.3762561,0.1535678,2.4500973
AT2G33270,0.4118016,0.1681011,2.4497256
AT5G04490,0.26254606,0.107180834,2.4495616
AT5G55570,0.514985,0.21023707,2.4495442
AT2G47190,0.5162268,0.21077552,2.449178
AT1G13250,0.25704238,0.104954936,2.4490736
AT5G49050,0.40691385,0.16615143,2.4490538
AT3G27200,0.44352672,0.18110244,2.4490376
AT3G23700,0.16962968,0.06926806,2.448887
AT5G42280,0.32119554,0.13116822,2.4487298
AT1G68370,0.10256062,0.041884396,2.4486587
AT4G03140,0.37593547,0.15352847,2.4486365
AT4G10955,0.31735587,0.12960994,2.4485455
AT5G27730,0.20758846,0.084783025,2.448467
AT4G38420,0.47032696,0.19211115,2.4482021
AT5G40560,0.23763558,0.097069666,2.448093
AT2G36630,0.38226673,0.15616041,2.4479103
AT1G07440,0.3204138,0.13089494,2.4478695
AT2G26520,0.47856197,0.19552155,2.4476173
AT5G50360,0.7693832,0.31435823,2.4474726
AT5G41070,0.38448873,0.15710458,2.4473424
AT3G49870,0.23913176,0.09771172,2.447319
AT2G21630,0.19023265,0.07773589,2.447166
AT2G02820,0.2723752,0.11130727,2.4470565
AT5G47530,0.36855274,0.150624,2.446839
AT1G13800,0.34187642,0.13973504,2.4466045
AT5G02470,0.16412751,0.0670964,2.4461446
AT4G00360,0.27998814,0.11449094,2.4455047
AT5G40510,0.26656896,0.10901477,2.4452553
AT1G25570,0.15096277,0.06173901,2.445176
AT1G42550,0.26942953,0.11021284,2.4446292
AT1G49180,0.25459197,0.10416221,2.4441874
AT2G21510,0.56309295,0.23039262,2.444058
AT5G50800,0.67776597,0.27732494,2.4439416
AT4G28580,0.25985432,0.10632822,2.4438884
AT3G61300,0.40538543,0.16588584,2.4437613
AT5G18570,0.19892906,0.08141376,2.4434326
AT4G22650,0.3511216,0.14370762,2.4433053
AT4G17245,0.422803,0.17306836,2.4429824
AT2G38185,0.20708679,0.0847717,2.442876
AT1G10810,0.3944103,0.1614747,2.4425514
AT5G16810,0.19933397,0.08161416,2.4423943
