sample,time_hours,time_type,time_raw,age_hours,age_raw,source,title
GSM9332358,24.0,treatment_duration,"from:Arabidopsis root tip, 31Â°C (control), 1 day after transfer, replicate 3",,,root tip,"Arabidopsis root tip, 31Â°C (control), 1 day after transfer, replicate 3"
GSM9332359,24.0,treatment_duration,"from:Arabidopsis root tip, 31Â°C (control), 1 day after transfer, replicate 4",,,root tip,"Arabidopsis root tip, 31Â°C (control), 1 day after transfer, replicate 4"
GSM9332360,24.0,treatment_duration,"from:Arabidopsis root tip, 31Â°C (control), 1 day after transfer, replicate 5",,,root tip,"Arabidopsis root tip, 31Â°C (control), 1 day after transfer, replicate 5"
GSM9332361,48.0,treatment_duration,"from:Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 1",,,root tip,"Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 1"
GSM9332362,48.0,treatment_duration,"from:Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 2",,,root tip,"Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 2"
GSM9332363,48.0,treatment_duration,"from:Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 3",,,root tip,"Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 3"
GSM9332364,48.0,treatment_duration,"from:Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 4",,,root tip,"Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 4"
GSM9332365,48.0,treatment_duration,"from:Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 5",,,root tip,"Arabidopsis root tip, 22Â°C (control), 2 day after transfer, replicate 5"
GSM9332366,48.0,treatment_duration,"from:Arabidopsis root tip, 31Â°C (control), 2 day after transfer, replicate 1",,,root tip,"Arabidopsis root tip, 31Â°C (control), 2 day after transfer, replicate 1"
GSM9332367,48.0,treatment_duration,"from:Arabidopsis root tip, 31Â°C (control), 2 day after transfer, replicate 2",,,root tip,"Arabidopsis root tip, 31Â°C (control), 2 day after transfer, replicate 2"
GSM9332368,48.0,treatment_duration,"from:Arabidopsis root tip, 31Â°C (control), 2 day after transfer, replicate 3",,,root tip,"Arabidopsis root tip, 31Â°C (control), 2 day after transfer, replicate 3"
GSM9332369,48.0,treatment_duration,"from:Arabidopsis root tip, 31Â°C (control), 2 day after transfer, replicate 4",,,root tip,"Arabidopsis root tip, 31Â°C (control), 2 day after transfer, replicate 4"
GSM782499,168.0,treatment_duration,from:Arabidopsis Col-0 seedlings 7 days after germination,4.0,age: germinated seedlings 7 days after sawing collected at 4h after the start of the light period using a photoperiod of 8h light and 16h dark with 120 mol/m2s light intensity at 22â°c,Arabidopsis Col-0 seedlings 7 days after germination,Col-0 rep1
GSM782500,168.0,treatment_duration,from:Arabidopsis Col-0 seedlings 7 days after germination,4.0,age: germinated seedlings 7 days after sawing collected at 4h after the start of the light period using a photoperiod of 8h light and 16h dark with 120 mol/m2s light intensity at 22â°c,Arabidopsis Col-0 seedlings 7 days after germination,Col-0 rep2
GSM782501,168.0,treatment_duration,from:Arabidopsis Col-0 seedlings 7 days after germination,4.0,age: germinated seedlings 7 days after sawing collected at 4h after the start of the light period using a photoperiod of 8h light and 16h dark with 120 mol/m2s light intensity at 22â°c,Arabidopsis Col-0 seedlings 7 days after germination,Col-0 rep3
GSM782502,168.0,treatment_duration,from:Arabidopsis aca8 aca10 mutant seedlings 7 days after germination,4.0,age: germinated seedlings 7 days after sawing collected at 4h after the start of the light period using a photoperiod of 8h light and 16h dark with 120 mol/m2s light intensity at 22â°c,Arabidopsis aca8 aca10 mutant seedlings 7 days after germination,aca8 aca10 rep1
GSM782503,168.0,treatment_duration,from:Arabidopsis aca8 aca10 mutant seedlings 7 days after germination,4.0,age: germinated seedlings 7 days after sawing collected at 4h after the start of the light period using a photoperiod of 8h light and 16h dark with 120 mol/m2s light intensity at 22â°c,Arabidopsis aca8 aca10 mutant seedlings 7 days after germination,aca8 aca10 rep2
GSM782504,168.0,treatment_duration,from:Arabidopsis aca8 aca10 mutant seedlings 7 days after germination,4.0,age: germinated seedlings 7 days after sawing collected at 4h after the start of the light period using a photoperiod of 8h light and 16h dark with 120 mol/m2s light intensity at 22â°c,Arabidopsis aca8 aca10 mutant seedlings 7 days after germination,aca8 aca10 rep3
GSM791904,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 0 uM As, biological rep1"
GSM791905,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 0 uM As, biological rep2"
GSM791906,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 0 uM As, biological rep3"
GSM791907,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 100 uM As, biological rep1"
GSM791908,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 100 uM As, biological rep2"
GSM791909,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 100 uM As, biological rep3"
GSM791910,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 200 uM As, biological rep1"
GSM791911,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 200 uM As, biological rep2"
GSM791912,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Col-0) treated with 200 uM As, biological rep3"
GSM791913,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Ws-2) treated with 0 uM As, biological rep1"
GSM791914,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Ws-2) treated with 0 uM As, biological rep2"
GSM791915,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Ws-2) treated with 0 uM As, biological rep3"
GSM791916,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Ws-2) treated with 100 uM As, biological rep1"
GSM791917,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Ws-2) treated with 100 uM As, biological rep2"
GSM791918,,,,4.0,age: 4-day-old seedlings,4-day-old seedlings in quarter-strength MS,"4-day-old Arabidopsis plants (Ws-2) treated with 100 uM As, biological rep3"
GSM839862,24.0,treatment_duration,from:Seeds of Col-0 imbibed at 22ËC for 24hr,,,Seeds of Col-0 imbibed at 22ËC for 24hr,Imbibed Col-0 seeds_22ËC_24hr_rep1
GSM839863,24.0,treatment_duration,from:Seeds of Col-0 imbibed at 22ËC for 24hr,,,Seeds of Col-0 imbibed at 22ËC for 24hr,Imbibed Col-0 seeds_22ËC_24hr_rep2
GSM839864,24.0,treatment_duration,from:Seeds of 35S-GSH1 imbibed at 22ËC for 24hr,,,Seeds of 35S-GSH1 imbibed at 22ËC for 24hr,Imbibed 35S-GSH1 seeds_22ËC_24hr_rep1
GSM839865,24.0,treatment_duration,from:Seeds of 35S-GSH1 imbibed at 22ËC for 24hr,,,Seeds of 35S-GSH1 imbibed at 22ËC for 24hr,Imbibed 35S-GSH1 seeds_22ËC_24hr_rep2
GSM839866,24.0,treatment_duration,from:Seeds of Col-0 imbibed at 4ËC for 24hr,,,Seeds of Col-0 imbibed at 4ËC for 24hr,Imbibed Col-0 seeds_4ËC_24hr_rep1
GSM839867,24.0,treatment_duration,from:Seeds of Col-0 imbibed at 4ËC for 24hr,,,Seeds of Col-0 imbibed at 4ËC for 24hr,Imbibed Col-0 seeds_4ËC_24hr_rep2
GSM839868,24.0,treatment_duration,from:Seeds of 35S-GSH1 imbibed at 4ËC for 24hr,,,Seeds of 35S-GSH1 imbibed at 4ËC for 24hr,Imbibed 35S-GSH1 seeds_4ËC_24hr_rep1
GSM839869,24.0,treatment_duration,from:Seeds of 35S-GSH1 imbibed at 4ËC for 24hr,,,Seeds of 35S-GSH1 imbibed at 4ËC for 24hr,Imbibed 35S-GSH1 seeds_4ËC_24hr_rep2
GSM852923,3.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 3 h",,,"Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 3 h",leaf_Col_clean-air_3h_biological rep1
GSM852924,3.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 3 h",,,"Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 3 h",leaf_Col_clean-air_3h_biological rep2
GSM852925,3.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 3 h",,,"Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 3 h",leaf_Col_clean-air_3h_biological rep3
GSM852926,3.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 3 h",,,"Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 3 h",leaf_Col_ozone_3h_biological rep1
GSM852927,3.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 3 h",,,"Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 3 h",leaf_Col_ozone_3h_biological rep2
GSM852928,3.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 3 h",,,"Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 3 h",leaf_Col_ozone_3h_biological rep3
GSM852929,3.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 3 h",,,"Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 3 h",leaf_AB mutant_clean-air_3h_biological rep1
GSM852930,3.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 3 h",,,"Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 3 h",leaf_AB mutant_clean-air_3h_biological rep2
GSM852931,3.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 3 h",,,"Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 3 h",leaf_AB mutant_clean-air_3h_biological rep3
GSM852932,3.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 3 h",,,"Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 3 h",leaf_AB mutant_ozone_3h_biological rep1
GSM852933,3.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 3 h",,,"Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 3 h",leaf_AB mutant_ozone_3h_biological rep2
GSM852934,3.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 3 h",,,"Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 3 h",leaf_AB mutant_ozone_3h_biological rep3
GSM852935,48.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 2 d",,,"Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 2 d",leaf_Col_clean-air_2d_biological rep1
GSM852936,48.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 2 d",,,"Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 2 d",leaf_Col_clean-air_2d_biological rep2
GSM852937,48.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 2 d",,,"Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 2 d",leaf_Col_clean-air_2d_biological rep3
GSM852938,48.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 2 d",,,"Arabidopsis leaf, Col-0 genotype, clean-air control, treated for 2 d",leaf_Col_clean-air_2d_biological rep4
GSM852939,48.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 2 d",,,"Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 2 d",leaf_Col_ozone_2d_biological rep1
GSM852940,48.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 2 d",,,"Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 2 d",leaf_Col_ozone_2d_biological rep2
GSM852941,48.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 2 d",,,"Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 2 d",leaf_Col_ozone_2d_biological rep3
GSM852942,48.0,treatment_duration,"from:Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 2 d",,,"Arabidopsis leaf, Col-0 genotype, 125 ppb ozone, treated for 2 d",leaf_Col_ozone_2d_biological rep4
GSM852943,48.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 2 d",,,"Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 2 d",leaf_AB mutant_clean-air_2d_biological rep1
GSM852944,48.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 2 d",,,"Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 2 d",leaf_AB mutant_clean-air_2d_biological rep2
GSM852945,48.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 2 d",,,"Arabidopsis leaf, G-protein null mutant genotype, clean-air control, treated for 2 d",leaf_AB mutant_clean-air_2d_biological rep3
GSM852946,48.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 2 d",,,"Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 2 d",leaf_AB mutant_ozone_2d_biological rep1
GSM852947,48.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 2 d",,,"Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 2 d",leaf_AB mutant_ozone_2d_biological rep2
GSM852948,48.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 2 d",,,"Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 2 d",leaf_AB mutant_ozone_2d_biological rep3
GSM852949,48.0,treatment_duration,"from:Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 2 d",,,"Arabidopsis leaf, G-protein null mutant genotype, 125 ppb ozone, treated for 2 d",leaf_AB mutant_ozone_2d_biological rep4
GSM904905,,,,168.0,age: 7 days,shoot from 7-day-old rml1 seedlings grown on vertical plates,"rml1 shoot, biological rep1"
GSM904906,,,,168.0,age: 7 days,shoot from 7-day-old rml1 seedlings grown on vertical plates,"rml1 shoot, biological rep2"
GSM904907,,,,168.0,age: 7 days,shoot from 7-day-old rml1 seedlings grown on vertical plates,"rml1 shoot, biological rep3"
GSM904908,,,,168.0,age: 7 days,shoot from 7-day-old wild type seedlings grown on vertical plates,"wild type shoot, biological rep1"
GSM904909,,,,168.0,age: 7 days,shoot from 7-day-old wild type seedlings grown on vertical plates,"wild type shoot, biological rep2"
GSM904910,,,,168.0,age: 7 days,shoot from 7-day-old wild type seedlings grown on vertical plates,"wild type shoot, biological rep3"
GSM904911,,,,168.0,age: 7 days,root from 7-day-old rml1 seedlings grown on vertical plates,rml1 root
GSM904912,,,,168.0,age: 7 days,root from 7-day-old wild type seedlings grown on vertical plates,wild type root
GSM996955,168.0,treatment_duration,from:7d dark-grown Arabidopsis Col-0 seedlings,,,7d dark-grown Arabidopsis Col-0 seedlings,Cheng_576-1_7-day_dark_Rep1_ATH1
GSM996956,168.0,treatment_duration,from:7d dark-grown Arabidopsis Col-0 seedlings,,,7d dark-grown Arabidopsis Col-0 seedlings,Cheng_576-2_7-day_dark_Rep2_ATH1
GSM996957,168.0,treatment_duration,from:7d dark-grown Arabidopsis Col-0 seedlings treated with 5mM H2O2,,,7d dark-grown Arabidopsis Col-0 seedlings treated with 5mM H2O2,Cheng_576-3_7-days_H2O2%20_Rep1_ATH1
GSM996958,168.0,treatment_duration,from:7d dark-grown Arabidopsis Col-0 seedlings treated with 5mM H2O2,,,7d dark-grown Arabidopsis Col-0 seedlings treated with 5mM H2O2,Cheng_576-4_7-days_H2O2_Rep2_ATH1
GSM996959,168.0,treatment_duration,from:7d light-grown Arabidopsis Col-0 seedlings,,,7d light-grown Arabidopsis Col-0 seedlings,Cheng_576-5_7-days_light_Rep1_ATH1
GSM996960,168.0,treatment_duration,from:7d light-grown Arabidopsis Col-0 seedlings,,,7d light-grown Arabidopsis Col-0 seedlings,Cheng_576-6_7-days_light_Rep2_ATH1
GSM1009026,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,Wild-type_14-day-seedling-leaf_AntimycinA_treated_3h_rep1
GSM1009027,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,Wild-type_14-day-seedling-leaf_AntimycinA_treated_3h_rep2
GSM1009028,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,Wild-type_14-day-seedling-leaf_AntimycinA_treated_3h_rep3
GSM1009029,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,Wild-type_14-day-seedling-leaf_H2O2_treated_3h_rep1
GSM1009030,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,Wild-type_14-day-seedling-leaf_H2O2_treated_3h_rep2
GSM1009031,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,Wild-type_14-day-seedling-leaf_H2O2_treated_3h_rep3
GSM1009032,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,Wild-type_14-day-seedling-leaf_water_treated_3h_rep1
GSM1009033,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,Wild-type_14-day-seedling-leaf_water_treated_3h_rep2
GSM1009034,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,Wild-type_14-day-seedling-leaf_water_treated_3h_rep3
GSM1009035,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep1
GSM1009036,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep2
GSM1009037,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep3
GSM1009038,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep1
GSM1009039,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep2
GSM1009040,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep3
GSM1009041,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_water_treated_3h_rep1
GSM1009042,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_water_treated_3h_rep2
GSM1009043,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,rao2_EMS_mutant_14-day-seedling-leaf_water_treated_3h_rep3
GSM1009044,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,anac017-1_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep1
GSM1009045,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,anac017-1_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep2
GSM1009046,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,anac017-1_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep3
GSM1009047,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,anac017-1_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep1
GSM1009048,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,anac017-1_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep2
GSM1009049,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,anac017-1_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep3
GSM1009050,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,anac017-1_mutant_14-day-seedling-leaf_water_treated_3h_rep1
GSM1009051,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,anac017-1_mutant_14-day-seedling-leaf_water_treated_3h_rep2
GSM1009052,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,anac017-1_mutant_14-day-seedling-leaf_water_treated_3h_rep3
GSM1009053,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,anac017-2_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep1
GSM1009054,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,anac017-2_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep2
GSM1009055,3.0,treatment_duration,from:leaf tissue AntimycinA treated 3h,,,leaf tissue AntimycinA treated 3h,anac017-2_mutant_14-day-seedling-leaf_AntimycinA_treated_3h_rep3
GSM1009056,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,anac017-2_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep1
GSM1009057,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,anac017-2_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep2
GSM1009058,3.0,treatment_duration,from:leaf tissue H2O2 treated 3h,,,leaf tissue H2O2 treated 3h,anac017-2_mutant_14-day-seedling-leaf_H2O2_treated_3h_rep3
GSM1009059,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,anac017-2_mutant_14-day-seedling-leaf_water_treated_3h_rep1
GSM1009060,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,anac017-2_mutant_14-day-seedling-leaf_water_treated_3h_rep2
GSM1009061,3.0,treatment_duration,from:leaf tissue water treated 3h,,,leaf tissue water treated 3h,anac017-2_mutant_14-day-seedling-leaf_water_treated_3h_rep3
GSM1031869,4.0,treatment_duration,"from:leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",,,"leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",Col0_leaf_floated_0.1%Tween20_0.1%acetone_rep1
GSM1031870,4.0,treatment_duration,"from:leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",,,"leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",Col0_leaf_floated_0.1%Tween20_0.1%acetone_rep2
GSM1031871,4.0,treatment_duration,"from:leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",,,"leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",Col0_leaf_floated_0.1%Tween20_0.1%acetone_rep3
GSM1031872,4.0,treatment_duration,"from:leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",,,"leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",F1_leaf_floated_0.1%Tween20_0.1%acetone_rep1
GSM1031873,4.0,treatment_duration,"from:leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",,,"leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",F1_leaf_floated_0.1%Tween20_0.1%acetone_rep2
GSM1031874,4.0,treatment_duration,"from:leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",,,"leaf tissue, floated on 0.1% Tween 20, 0.1% acetone, 4 hours",F1_leaf_floated_0.1%Tween20_0.1%acetone_rep3
GSM1044791,,,,2.0,age: 2wks,Wild-type Arabidopsis thaliana 2wks seedlings,Wild_type_Arabidopsis_2wks_seedling-rep1
GSM1044792,,,,2.0,age: 2wks,Wild-type Arabidopsis thaliana 2wks seedlings,Wild_type_Arabidopsis_2wks_seedling-rep2
GSM1044793,,,,2.0,age: 2wks,Wild-type Arabidopsis thaliana 2wks seedlings,Wild_type_Arabidopsis_2wks_seedling-rep3
GSM1044794,,,,2.0,age: 2wks,Wild-type Arabidopsis thaliana 2wks seedlings,Wild_type_Arabidopsis_2wks_seedling-rep4
GSM1044795,,,,2.0,age: 2wks,glk1 glk2 Arabidopsis thaliana 2wks seedlings,glk1_glk2_Arabidopsis_2wks_seedling-rep1
GSM1044796,,,,2.0,age: 2wks,glk1 glk2 Arabidopsis thaliana 2wks seedlings,glk1_glk2_Arabidopsis_2wks_seedling-rep2
GSM1044797,,,,2.0,age: 2wks,glk1 glk2 Arabidopsis thaliana 2wks seedlings,glk1_glk2_Arabidopsis_2wks_seedling-rep3
GSM1044798,,,,2.0,age: 2wks,glk1 glk2 Arabidopsis thaliana 2wks seedlings,glk1_glk2_Arabidopsis_2wks_seedling-rep4
GSM1044799,,,,2.0,age: 2wks,35S:GLK1-SRDX Arabidopsis thaliana 2wks seedlings,35S_GLK1-SRDX_Arabidopsis_2wks_seedling-rep1
GSM1044800,,,,2.0,age: 2wks,35S:GLK1-SRDX Arabidopsis thaliana 2wks seedlings,35S_GLK1-SRDX_Arabidopsis_2wks_seedling-rep2
GSM1044801,,,,2.0,age: 2wks,35S:GLK1-SRDX Arabidopsis thaliana 2wks seedlings,35S_GLK1-SRDX_Arabidopsis_2wks_seedling-rep3
GSM1044802,,,,2.0,age: 2wks,35S:GLK1-SRDX Arabidopsis thaliana 2wks seedlings,35S_GLK1-SRDX_Arabidopsis_2wks_seedling-rep4
GSM1047224,168.0,treatment_duration,from:7 days seedlings of copt2-1 mutant in Fe and Cu sufficient medium,,,7 days seedlings of copt2-1 mutant in Fe and Cu sufficient medium,copt2-1 seedlings versus Col 0 seedlings in Fe and Cu sufficient medium replicate 1
GSM1047225,168.0,treatment_duration,from:7 days seedlings of copt2-1 mutant in Fe and Cu sufficient medium,,,7 days seedlings of copt2-1 mutant in Fe and Cu sufficient medium,copt2-1 seedlings versus Col 0 seedlings in Fe and Cu sufficient medium replicate 2
GSM1047226,168.0,treatment_duration,from:7 days seedlings of Col-0 mutant in Fe and Cu sufficient medium,,,7 days seedlings of Col-0 mutant in Fe and Cu sufficient medium,copt2-1 seedlings versus Col 0 seedlings in Fe and Cu sufficient medium replicate 3
